tw_id,createdTime,label,error
1.6638609739737825e+18,2023-05-31T10:57:27.000Z,0,False
1.663860945645437e+18,2023-05-31T10:52:21.000Z,1,False
1.6638609389512294e+18,2023-05-31T10:52:21.000Z,1,False
1.6638606157760266e+18,2023-05-31T10:52:20.000Z,0,False
1.6638603177454756e+18,2023-05-31T10:52:20.000Z,0,False
1.6638602955996324e+18,2023-05-31T10:52:20.000Z,1,False
1.663860260975657e+18,2023-05-31T10:52:19.000Z,1,False
1.6638597719827087e+18,2023-05-31T10:52:19.000Z,0,False
1.6638594730630597e+18,2023-05-31T10:47:14.000Z,1,False
1.6638593544187904e+18,2023-05-31T10:47:14.000Z,1,False
1.6638592605544612e+18,2023-05-31T10:47:13.000Z,1,False
1.6638591529160294e+18,2023-05-31T10:47:13.000Z,1,False
1.663858396083155e+18,2023-05-31T10:47:12.000Z,0,False
1.6638583386128794e+18,2023-05-31T10:42:07.000Z,0,False
1.6638581479272448e+18,2023-05-31T10:42:07.000Z,1,False
1.663858016079303e+18,2023-05-31T10:42:06.000Z,1,False
1.663857704799019e+18,2023-05-31T10:42:06.000Z,1,False
1.6638571062298993e+18,2023-05-31T10:42:06.000Z,0,False
1.6638570852163748e+18,2023-05-31T10:42:05.000Z,0,False
1.663857046930727e+18,2023-05-31T10:37:00.000Z,0,False
1.6638562757282652e+18,2023-05-31T10:37:00.000Z,1,False
1.663856256203776e+18,2023-05-31T10:36:59.000Z,1,False
1.663856091623465e+18,2023-05-31T10:36:59.000Z,1,False
1.6638558959802614e+18,2023-05-31T10:36:57.000Z,1,False
1.663855899188908e+18,2023-05-31T10:36:59.000Z,1,False
1.6638557464826757e+18,2023-05-31T10:31:51.000Z,1,False
1.6638556092784968e+18,2023-05-31T10:31:50.000Z,0,False
1.6638553874921144e+18,2023-05-31T10:31:50.000Z,0,False
1.6638550770717e+18,2023-05-31T10:31:50.000Z,1,False
1.6638549100418908e+18,2023-05-31T10:31:49.000Z,1,False
1.663854631183696e+18,2023-05-31T10:31:49.000Z,1,False
1.6638544816441797e+18,2023-05-31T10:26:44.000Z,1,False
1.663854448509059e+18,2023-05-31T10:26:43.000Z,0,False
1.663854286604755e+18,2023-05-31T10:26:43.000Z,1,False
1.6638541877744558e+18,2023-05-31T10:26:43.000Z,1,False
1.663854080920281e+18,2023-05-31T10:26:42.000Z,1,False
1.6638536858882376e+18,2023-05-31T10:26:42.000Z,1,False
1.6638532097927946e+18,2023-05-31T10:21:37.000Z,1,False
1.6638526669742694e+18,2023-05-31T10:21:36.000Z,1,False
1.6638526648813115e+18,2023-05-31T10:21:36.000Z,0,False
1.6638523722950246e+18,2023-05-31T10:21:36.000Z,1,False
1.663852265851986e+18,2023-05-31T10:21:35.000Z,1,False
1.6638516599847895e+18,2023-05-31T10:16:30.000Z,1,False
1.6638515430434816e+18,2023-05-31T10:16:30.000Z,1,False
1.6638512983687578e+18,2023-05-31T10:16:29.000Z,1,False
1.6638512144993976e+18,2023-05-31T10:16:29.000Z,0,False
1.6638508538648166e+18,2023-05-31T10:16:29.000Z,1,False
1.6638507873221837e+18,2023-05-31T10:16:28.000Z,1,False
1.6638504698007224e+18,2023-05-31T10:11:23.000Z,1,False
1.6638502909052682e+18,2023-05-31T10:11:23.000Z,0,False
1.6638500760688927e+18,2023-05-31T10:11:22.000Z,0,False
1.6638497359442985e+18,2023-05-31T10:11:22.000Z,0,False
1.6638496877057024e+18,2023-05-31T10:11:22.000Z,1,False
1.6638495886696776e+18,2023-05-31T10:11:21.000Z,1,False
1.663849473179566e+18,2023-05-31T10:11:21.000Z,0,False
1.663849450182267e+18,2023-05-31T10:11:20.000Z,0,False
1.6638491548319416e+18,2023-05-31T10:06:15.000Z,1,False
1.663848476533203e+18,2023-05-31T10:06:15.000Z,1,False
1.6638483254334423e+18,2023-05-31T10:06:14.000Z,1,False
1.6638481948270797e+18,2023-05-31T10:06:14.000Z,1,False
1.6638479269493473e+18,2023-05-31T10:01:09.000Z,1,False
1.6638476456667464e+18,2023-05-31T10:01:08.000Z,0,False
1.663847144476889e+18,2023-05-31T10:01:08.000Z,1,False
1.6638467838590116e+18,2023-05-31T10:01:07.000Z,1,False
1.663846446284587e+18,2023-05-31T09:56:02.000Z,1,False
1.6638464356562862e+18,2023-05-31T09:56:02.000Z,0,False
1.663846380094333e+18,2023-05-31T09:56:01.000Z,1,False
1.6638463794274304e+18,2023-05-31T09:56:01.000Z,1,False
1.663846204822659e+18,2023-05-31T09:56:01.000Z,1,False
1.6638458142491812e+18,2023-05-31T09:56:00.000Z,1,False
1.663845684552794e+18,2023-05-31T09:56:00.000Z,1,False
1.6638454745902285e+18,2023-05-31T09:50:55.000Z,0,False
1.663845437340545e+18,2023-05-31T09:50:54.000Z,1,False
1.6638450670381097e+18,2023-05-31T09:50:54.000Z,1,False
1.6638450680195154e+18,2023-05-31T09:50:54.000Z,1,False
1.663844920640123e+18,2023-05-31T09:50:53.000Z,0,False
1.6638447472182354e+18,2023-05-31T09:50:53.000Z,1,False
1.6638445161497477e+18,2023-05-31T09:50:52.000Z,1,False
1.6638443257619948e+18,2023-05-31T09:50:52.000Z,1,False
1.6638442188784517e+18,2023-05-31T09:50:52.000Z,1,False
1.6638441013583217e+18,2023-05-31T09:45:47.000Z,0,False
1.6638439886069514e+18,2023-05-31T09:45:46.000Z,1,False
1.6638437412604475e+18,2023-05-31T09:45:46.000Z,1,False
1.6638436641523917e+18,2023-05-31T09:45:46.000Z,1,False
1.663843618640085e+18,2023-05-31T09:45:45.000Z,1,False
1.6638436195669197e+18,2023-05-31T09:45:45.000Z,1,False
1.6638436121681838e+18,2023-05-31T09:45:44.000Z,1,False
1.663843511232258e+18,2023-05-31T09:45:44.000Z,1,False
1.6638434689118044e+18,2023-05-31T09:45:44.000Z,1,False
1.6638434677835448e+18,2023-05-31T09:45:43.000Z,1,False
1.663843283401945e+18,2023-05-31T09:45:43.000Z,0,False
1.663843007571845e+18,2023-05-31T09:45:42.000Z,1,False
1.6638429708843418e+18,2023-05-31T09:45:42.000Z,0,False
1.6638428678680412e+18,2023-05-31T09:40:37.000Z,1,False
1.6638428146591007e+18,2023-05-31T09:40:36.000Z,1,False
1.6638424712042496e+18,2023-05-31T09:40:36.000Z,1,False
1.6638424563522929e+18,2023-05-31T09:40:36.000Z,1,False
1.663842319076868e+18,2023-05-31T09:40:35.000Z,1,False
1.66384214990379e+18,2023-05-31T09:40:35.000Z,1,False
1.663841988553089e+18,2023-05-31T09:40:34.000Z,1,False
1.6638418051110502e+18,2023-05-31T09:40:34.000Z,1,False
1.663841789675991e+18,2023-05-31T09:40:34.000Z,1,False
1.6638417872643525e+18,2023-05-31T09:40:33.000Z,1,False
1.6638417593973965e+18,2023-05-31T09:40:33.000Z,1,False
1.6638414530915533e+18,2023-05-31T09:35:28.000Z,1,False
1.663841308476162e+18,2023-05-31T09:35:27.000Z,1,False
1.663840901746e+18,2023-05-31T09:35:27.000Z,0,False
1.6638408608809943e+18,2023-05-31T09:35:26.000Z,1,False
1.6638403885142344e+18,2023-05-31T09:35:26.000Z,0,False
1.6638401776582328e+18,2023-05-31T09:30:21.000Z,0,False
1.66384007797223e+18,2023-05-31T09:30:20.000Z,1,False
1.6638399750691717e+18,2023-05-31T09:30:20.000Z,1,False
1.663839923567317e+18,2023-05-31T09:30:19.000Z,1,False
1.663839685859328e+18,2023-05-31T09:30:19.000Z,1,False
1.6638393711271483e+18,2023-05-31T09:30:18.000Z,1,False
1.663839295264768e+18,2023-05-31T09:30:18.000Z,1,False
1.6638392276779336e+18,2023-05-31T09:30:17.000Z,1,False
1.6638391057450516e+18,2023-05-31T09:30:17.000Z,1,False
1.663839082240254e+18,2023-05-31T09:30:17.000Z,1,False
1.6638389248615014e+18,2023-05-31T09:25:11.000Z,1,False
1.6638389103366472e+18,2023-05-31T09:25:11.000Z,1,False
1.6638386143572664e+18,2023-05-31T09:25:11.000Z,1,False
1.6638385630398464e+18,2023-05-31T09:25:10.000Z,1,False
1.6638385146334003e+18,2023-05-31T09:25:10.000Z,1,False
1.6638383838215414e+18,2023-05-31T09:25:09.000Z,1,False
1.6638381861397957e+18,2023-05-31T09:25:09.000Z,1,False
1.6638380824607785e+18,2023-05-31T09:25:09.000Z,0,True
1.6638380132924416e+18,2023-05-31T09:25:08.000Z,1,False
1.6638378395056497e+18,2023-05-31T09:25:08.000Z,1,False
1.6638377460146913e+18,2023-05-31T09:25:07.000Z,1,False
1.6638377013285888e+18,2023-05-31T09:20:03.000Z,1,False
1.6638376867910203e+18,2023-05-31T09:20:02.000Z,1,False
1.663837661360976e+18,2023-05-31T09:20:02.000Z,0,True
1.663837507367125e+18,2023-05-31T09:20:01.000Z,1,False
1.66383749880653e+18,2023-05-31T09:20:01.000Z,1,False
1.6638369315186117e+18,2023-05-31T09:20:01.000Z,1,False
1.6638368716365292e+18,2023-05-31T09:20:00.000Z,1,False
1.6638367519729336e+18,2023-05-31T09:20:00.000Z,1,False
1.6638365920063734e+18,2023-05-31T09:20:00.000Z,1,False
1.6638365055995167e+18,2023-05-31T09:19:59.000Z,1,False
1.6638363538328207e+18,2023-05-31T09:14:55.000Z,1,False
1.6638363210124984e+18,2023-05-31T09:14:54.000Z,1,False
1.6638362305036083e+18,2023-05-31T09:14:54.000Z,0,False
1.6638360257166336e+18,2023-05-31T09:14:54.000Z,0,True
1.663835792014279e+18,2023-05-31T09:14:53.000Z,1,False
1.663835761584554e+18,2023-05-31T09:14:53.000Z,1,False
1.6638357525835284e+18,2023-05-31T09:14:53.000Z,1,False
1.6638356433009377e+18,2023-05-31T09:14:52.000Z,1,False
1.6638356370178703e+18,2023-05-31T09:14:52.000Z,1,False
1.663835527705944e+18,2023-05-31T09:14:52.000Z,1,False
1.6638354264555274e+18,2023-05-31T09:14:51.000Z,1,False
1.663835393790292e+18,2023-05-31T09:14:51.000Z,1,False
1.6638352558857585e+18,2023-05-31T09:14:50.000Z,1,False
1.6638352434579866e+18,2023-05-31T09:14:50.000Z,1,False
1.6638352167360266e+18,2023-05-31T09:14:50.000Z,1,False
1.6638351352784773e+18,2023-05-31T09:14:49.000Z,1,False
1.6638351029614346e+18,2023-05-31T09:09:45.000Z,0,False
1.6638350608506225e+18,2023-05-31T09:09:44.000Z,1,False
1.663834870399873e+18,2023-05-31T09:09:44.000Z,0,False
1.6638347326630134e+18,2023-05-31T09:09:43.000Z,1,False
1.6638342594785116e+18,2023-05-31T09:09:43.000Z,1,False
1.6638331074500037e+18,2023-05-31T09:04:39.000Z,1,False
1.6638327668767212e+18,2023-05-31T09:04:38.000Z,1,False
1.6638322654267064e+18,2023-05-31T08:59:34.000Z,1,False
1.663832144924246e+18,2023-05-31T08:59:33.000Z,1,False
1.663831544077734e+18,2023-05-31T08:59:33.000Z,0,False
1.6638284954772193e+18,2023-05-31T08:44:20.000Z,1,False
1.6638233984330916e+18,2023-05-31T08:24:03.000Z,0,False
1.6638219100927058e+18,2023-05-31T08:18:58.000Z,0,False
1.6638218182543073e+18,2023-05-31T08:18:58.000Z,0,False
1.6638073309647012e+18,2023-05-31T07:23:12.000Z,1,False
1.663801695648768e+18,2023-05-31T06:57:51.000Z,0,False
1.6637982207099372e+18,2023-05-31T06:47:42.000Z,0,False
1.663795554063663e+18,2023-05-31T06:37:32.000Z,0,False
1.663795339101446e+18,2023-05-31T06:32:27.000Z,0,False
1.6637910528289546e+18,2023-05-31T06:17:14.000Z,0,False
1.66379093593369e+18,2023-05-31T06:17:14.000Z,1,False
1.66378689419751e+18,2023-05-31T06:02:01.000Z,1,False
1.6637829446017802e+18,2023-05-31T05:46:48.000Z,0,False
1.66378197171191e+18,2023-05-31T05:41:44.000Z,1,False
1.6637818784264684e+18,2023-05-31T05:41:43.000Z,1,False
1.663779835284521e+18,2023-05-31T05:31:35.000Z,0,False
1.66377638892979e+18,2023-05-31T05:16:22.000Z,1,False
1.663774299105157e+18,2023-05-31T05:11:18.000Z,0,False
1.663771745579352e+18,2023-05-31T05:01:09.000Z,0,False
1.6637709365442068e+18,2023-05-31T04:56:04.000Z,0,False
1.6637698412018278e+18,2023-05-31T04:51:00.000Z,0,False
1.663769560921645e+18,2023-05-31T04:50:59.000Z,0,False
1.663767717772505e+18,2023-05-31T04:45:55.000Z,0,False
1.6637644607738184e+18,2023-05-31T04:30:42.000Z,0,False
1.6637636318660362e+18,2023-05-31T04:30:42.000Z,0,False
1.6637631305041674e+18,2023-05-31T04:25:37.000Z,0,False
1.6637629446755328e+18,2023-05-31T04:25:37.000Z,0,False
1.6637617767925514e+18,2023-05-31T04:20:31.000Z,0,False
1.663760912891691e+18,2023-05-31T04:15:26.000Z,0,False
1.6637601756673352e+18,2023-05-31T04:15:26.000Z,0,False
1.6637594006438298e+18,2023-05-31T04:10:21.000Z,0,False
1.6637587265688535e+18,2023-05-31T04:10:21.000Z,0,False
1.6637582986072392e+18,2023-05-31T04:05:16.000Z,0,False
1.663757657860186e+18,2023-05-31T04:05:15.000Z,0,False
1.6637570007553477e+18,2023-05-31T04:00:10.000Z,0,False
1.663756780587942e+18,2023-05-31T04:00:10.000Z,0,False
1.6637549375352832e+18,2023-05-31T03:55:06.000Z,0,False
1.663754447460135e+18,2023-05-31T03:50:01.000Z,0,False
1.6637541659007017e+18,2023-05-31T03:50:00.000Z,0,False
1.663740623591993e+18,2023-05-31T02:59:12.000Z,0,False
1.6637405977048187e+18,2023-05-31T02:54:08.000Z,0,False
1.6637396531516826e+18,2023-05-31T02:54:07.000Z,0,False
1.6637391338003743e+18,2023-05-31T02:49:03.000Z,0,False
1.663737191053369e+18,2023-05-31T02:43:58.000Z,0,False
1.6637365303707195e+18,2023-05-31T02:38:54.000Z,0,False
1.6637357814316728e+18,2023-05-31T02:38:53.000Z,0,False
1.6637356890311762e+18,2023-05-31T02:38:53.000Z,0,False
1.663733596278911e+18,2023-05-31T02:28:44.000Z,0,False
1.663733152039174e+18,2023-05-31T02:28:44.000Z,0,False
1.6637327291905352e+18,2023-05-31T02:23:40.000Z,1,False
1.663732716225872e+18,2023-05-31T02:23:39.000Z,0,False
1.6637324013763174e+18,2023-05-31T02:23:39.000Z,1,False
1.6637320162343526e+18,2023-05-31T02:23:38.000Z,1,False
1.6637318198612214e+18,2023-05-31T02:23:38.000Z,0,False
1.663731775619707e+18,2023-05-31T02:23:37.000Z,0,False
1.663731287369175e+18,2023-05-31T02:18:33.000Z,0,False
1.6637308894891008e+18,2023-05-31T02:18:33.000Z,0,False
1.66373068746206e+18,2023-05-31T02:18:32.000Z,1,False
1.663730600442749e+18,2023-05-31T02:18:32.000Z,0,False
1.6637301200187845e+18,2023-05-31T02:13:27.000Z,0,False
1.6637289505420575e+18,2023-05-31T02:08:23.000Z,0,False
1.6637287415985193e+18,2023-05-31T02:08:23.000Z,0,False
1.6637281909829673e+18,2023-05-31T02:08:22.000Z,1,False
1.6637272812802785e+18,2023-05-31T02:03:18.000Z,1,False
1.6637269047157514e+18,2023-05-31T02:03:17.000Z,0,False
1.6637268026640384e+18,2023-05-31T02:03:15.000Z,0,False
1.6637267195287306e+18,2023-05-31T02:03:14.000Z,0,False
1.663726473818022e+18,2023-05-31T01:58:09.000Z,0,False
1.66372628488559e+18,2023-05-31T01:58:09.000Z,0,False
1.663726225645351e+18,2023-05-31T01:58:08.000Z,0,False
1.6637260248387502e+18,2023-05-31T01:58:08.000Z,0,False
1.6637255171056845e+18,2023-05-31T01:58:08.000Z,0,False
1.6637248125842227e+18,2023-05-31T01:53:03.000Z,0,False
1.6637239303249838e+18,2023-05-31T01:47:59.000Z,0,False
1.663723640125309e+18,2023-05-31T01:47:59.000Z,0,False
1.6637232455084114e+18,2023-05-31T01:47:58.000Z,1,False
1.6637226808124375e+18,2023-05-31T01:47:58.000Z,0,False
1.663722285671301e+18,2023-05-31T01:42:53.000Z,0,False
1.663721622824444e+18,2023-05-31T01:42:53.000Z,0,False
1.6637215241492234e+18,2023-05-31T01:42:53.000Z,0,False
1.6637212376322212e+18,2023-05-31T01:37:48.000Z,0,False
1.6637205872508723e+18,2023-05-31T01:37:48.000Z,0,False
1.6637203534519173e+18,2023-05-31T01:37:47.000Z,0,False
1.663720218282152e+18,2023-05-31T01:37:47.000Z,0,False
1.663719342670848e+18,2023-05-31T01:32:42.000Z,0,False
1.6637189577050358e+18,2023-05-31T01:32:42.000Z,1,False
1.6637187596038715e+18,2023-05-31T01:27:38.000Z,0,False
1.663718649687941e+18,2023-05-31T01:27:37.000Z,1,False
1.6637186358215762e+18,2023-05-31T01:27:37.000Z,0,False
1.6637180654423654e+18,2023-05-31T01:27:37.000Z,0,False
1.6637172073631867e+18,2023-05-31T01:22:32.000Z,0,False
1.663715760361857e+18,2023-05-31T01:17:28.000Z,0,False
1.6637153833778176e+18,2023-05-31T01:17:27.000Z,0,False
1.663715304902361e+18,2023-05-31T01:17:27.000Z,0,False
1.6637151127320412e+18,2023-05-31T01:17:26.000Z,0,False
1.6637150869915156e+18,2023-05-31T01:17:26.000Z,0,False
1.663714557443834e+18,2023-05-31T01:12:22.000Z,0,False
1.6637142790007972e+18,2023-05-31T01:12:21.000Z,0,False
1.6637119368553267e+18,2023-05-31T01:02:14.000Z,0,False
1.6637113125206508e+18,2023-05-31T01:02:13.000Z,0,False
1.6637111893464187e+18,2023-05-31T01:02:13.000Z,0,False
1.663710767735087e+18,2023-05-31T00:57:09.000Z,0,False
1.6637098002432942e+18,2023-05-31T00:52:04.000Z,0,False
1.6637089552378348e+18,2023-05-31T00:52:04.000Z,0,False
1.6637087274410844e+18,2023-05-31T00:52:03.000Z,0,False
1.663708410657874e+18,2023-05-31T00:46:59.000Z,0,False
1.6637067979437916e+18,2023-05-31T00:41:55.000Z,0,False
1.6637060826597622e+18,2023-05-31T00:41:54.000Z,0,False
1.6637054888847278e+18,2023-05-31T00:36:39.000Z,1,False
1.6637040889728614e+18,2023-05-31T00:31:34.000Z,1,False
1.6637040690205573e+18,2023-05-31T00:31:34.000Z,0,False
1.6637037920202506e+18,2023-05-31T00:31:34.000Z,0,False
1.6637028443425178e+18,2023-05-31T00:26:29.000Z,1,False
1.6637021068454625e+18,2023-05-31T00:21:25.000Z,0,False
1.6637020052761108e+18,2023-05-31T00:21:24.000Z,0,False
1.6637018153748808e+18,2023-05-31T00:21:24.000Z,0,False
1.6637016421709988e+18,2023-05-31T00:21:23.000Z,0,False
1.6637016085369733e+18,2023-05-31T00:21:23.000Z,0,False
1.663701581261308e+18,2023-05-31T00:21:22.000Z,1,False
1.663701360288645e+18,2023-05-31T00:21:22.000Z,0,False
1.6637011849290465e+18,2023-05-31T00:21:22.000Z,1,False
1.6637009207171973e+18,2023-05-31T00:21:21.000Z,0,False
1.663700735886852e+18,2023-05-31T00:16:17.000Z,0,False
1.6637005110763643e+18,2023-05-31T00:16:16.000Z,0,False
1.6636995751803372e+18,2023-05-31T00:11:12.000Z,0,False
1.6636993681536082e+18,2023-05-31T00:11:12.000Z,0,False
1.6636990088569242e+18,2023-05-31T00:11:11.000Z,0,False
1.6636987328298762e+18,2023-05-31T00:11:11.000Z,0,False
1.6636980582305464e+18,2023-05-31T00:06:07.000Z,0,False
1.6636973908790804e+18,2023-05-31T00:06:06.000Z,0,False
1.663696997587513e+18,2023-05-31T00:01:02.000Z,0,False
1.6636968919876076e+18,2023-05-31T00:01:01.000Z,0,False
1.6636968713558098e+18,2023-05-31T00:01:01.000Z,0,False
1.663696492031275e+18,2023-05-31T00:01:01.000Z,0,False
1.6636962133743002e+18,2023-05-31T00:01:00.000Z,0,False
1.6636955910066913e+18,2023-05-30T23:55:56.000Z,0,False
1.663695482214908e+18,2023-05-30T23:55:55.000Z,0,False
1.6636954707476316e+18,2023-05-30T23:55:55.000Z,0,False
1.6636953806287954e+18,2023-05-30T23:55:55.000Z,0,False
1.6636951205357896e+18,2023-05-30T23:55:54.000Z,0,False
1.6636948193261527e+18,2023-05-30T23:55:54.000Z,0,False
1.663694576748462e+18,2023-05-30T23:55:53.000Z,0,False
1.6636937123444654e+18,2023-05-30T23:50:49.000Z,0,False
1.6636932038270405e+18,2023-05-30T23:50:48.000Z,0,False
1.6636926788217364e+18,2023-05-30T23:45:44.000Z,0,False
1.6636925482197484e+18,2023-05-30T23:45:44.000Z,0,False
1.6636921306556498e+18,2023-05-30T23:45:44.000Z,0,False
1.6636918900577894e+18,2023-05-30T23:40:39.000Z,0,True
1.663689933817561e+18,2023-05-30T23:35:35.000Z,0,False
1.6636898835991388e+18,2023-05-30T23:35:35.000Z,0,False
1.6636887319607214e+18,2023-05-30T23:30:30.000Z,0,False
1.6636886475294392e+18,2023-05-30T23:30:30.000Z,0,False
1.6636884725472625e+18,2023-05-30T23:30:29.000Z,0,False
1.6636879047181926e+18,2023-05-30T23:25:25.000Z,0,False
1.6636875565866926e+18,2023-05-30T23:25:25.000Z,0,False
1.663687443827024e+18,2023-05-30T23:25:24.000Z,0,False
1.6636869485469204e+18,2023-05-30T23:25:24.000Z,0,False
1.6636863804241633e+18,2023-05-30T23:20:19.000Z,0,False
1.663685493517701e+18,2023-05-30T23:15:15.000Z,1,False
1.6636854926787297e+18,2023-05-30T23:15:15.000Z,1,False
1.663684991958614e+18,2023-05-30T23:15:15.000Z,0,False
1.6636849238389228e+18,2023-05-30T23:15:14.000Z,0,False
1.6636849014160753e+18,2023-05-30T23:15:14.000Z,1,False
1.6636843551541412e+18,2023-05-30T23:15:13.000Z,0,False
1.6636843449704653e+18,2023-05-30T23:15:13.000Z,0,False
1.6636842948945592e+18,2023-05-30T23:15:12.000Z,0,False
1.6636841372013527e+18,2023-05-30T23:10:08.000Z,1,False
1.6636839493049016e+18,2023-05-30T23:10:08.000Z,0,False
1.6636835974028165e+18,2023-05-30T23:10:08.000Z,1,False
1.6636831401104998e+18,2023-05-30T23:10:07.000Z,0,False
1.6636831211438408e+18,2023-05-30T23:10:07.000Z,0,False
1.6636825197100073e+18,2023-05-30T23:05:03.000Z,0,False
1.6636824228425073e+18,2023-05-30T23:05:03.000Z,0,False
1.6636823465229517e+18,2023-05-30T23:05:02.000Z,0,False
1.6636822222038385e+18,2023-05-30T23:05:02.000Z,0,False
1.6636818417343324e+18,2023-05-30T23:05:01.000Z,0,False
1.6636815927143178e+18,2023-05-30T22:59:58.000Z,1,False
1.6636814765656474e+18,2023-05-30T22:59:57.000Z,0,False
1.6636814561518797e+18,2023-05-30T22:59:57.000Z,0,False
1.6636805937401446e+18,2023-05-30T22:59:56.000Z,0,False
1.6636804909461422e+18,2023-05-30T22:59:56.000Z,0,False
1.6636801261088113e+18,2023-05-30T22:54:52.000Z,0,False
1.6636793331210486e+18,2023-05-30T22:54:51.000Z,0,False
1.6636793227066532e+18,2023-05-30T22:54:51.000Z,0,False
1.6636792298699162e+18,2023-05-30T22:54:50.000Z,0,False
1.6636791481354158e+18,2023-05-30T22:54:50.000Z,0,False
1.663678245403861e+18,2023-05-30T22:49:46.000Z,0,False
1.663678115107799e+18,2023-05-30T22:49:46.000Z,0,False
1.6636777886063985e+18,2023-05-30T22:44:42.000Z,0,False
