day,id,user
2017-03-28,846731684326379520,FogoCruzadoRJ
2017-03-29,847230669088358404,FogoCruzadoRJ
2017-03-29,847230743122124802,FogoCruzadoRJ
2017-03-29,847231606582427649,FogoCruzadoRJ
2017-03-29,847230811996692480,FogoCruzadoRJ
2017-03-29,847230518244462592,FogoCruzadoRJ
2017-03-29,847230933979680770,FogoCruzadoRJ
2017-03-29,847210884585938944,FogoCruzadoRJ
2017-03-29,847210685725659136,FogoCruzadoRJ
2017-03-29,847210578795999232,FogoCruzadoRJ
2017-03-29,847226686357688320,FogoCruzadoRJ
2017-03-29,847148572328050691,FogoCruzadoRJ
2017-03-29,847091408695689221,FogoCruzadoRJ
2017-03-30,847259121405448194,FogoCruzadoRJ
2017-03-30,847247727435984899,FogoCruzadoRJ
2017-03-30,847443364471390209,FogoCruzadoRJ
2017-03-31,847931587656396802,FogoCruzadoRJ
2017-03-31,847827299009540097,FogoCruzadoRJ
2017-04-03,848730171473629185,FogoCruzadoRJ
2017-04-04,849280784758431744,FogoCruzadoRJ
2017-04-04,849364865689034752,FogoCruzadoRJ
2017-04-04,849278896809889792,FogoCruzadoRJ
2017-04-11,851824032928456705,FogoCruzadoRJ
2017-04-12,852182387228385280,FogoCruzadoRJ
2017-04-12,852286088727101440,FogoCruzadoRJ
2017-04-13,852628692329254917,FogoCruzadoRJ
2017-04-13,852623487130882050,FogoCruzadoRJ
2017-04-17,854046212424597504,FogoCruzadoRJ
2017-04-18,854466901908606976,FogoCruzadoRJ
2017-04-18,854276636027625472,FogoCruzadoRJ
2017-04-21,855491234013618176,FogoCruzadoRJ
2017-04-22,855931872362344448,FogoCruzadoRJ
2017-04-22,855917555625713664,FogoCruzadoRJ
2017-04-23,855993220173574144,FogoCruzadoRJ
2017-04-23,855993118025535488,FogoCruzadoRJ
2017-04-25,856817483755532289,FogoCruzadoRJ
2017-04-25,856858851408269312,FogoCruzadoRJ
2017-04-25,856690695393992704,FogoCruzadoRJ
2017-04-26,857244908301807617,FogoCruzadoRJ
2017-04-26,857346190538674177,FogoCruzadoRJ
2017-04-26,857344974408568832,FogoCruzadoRJ
2017-04-26,857219329829593089,FogoCruzadoRJ
2017-04-27,857592441515503616,FogoCruzadoRJ
2017-04-27,857641703372664832,FogoCruzadoRJ
2017-04-27,857640616766976000,FogoCruzadoRJ
2017-04-27,857646011212279809,FogoCruzadoRJ
2017-04-27,857641748197191682,FogoCruzadoRJ
2017-04-27,857681089149759488,FogoCruzadoRJ
2017-04-28,858101271643009025,FogoCruzadoRJ
2017-05-01,858893421423075328,FogoCruzadoRJ
2017-05-05,860477297022959616,FogoCruzadoRJ
2017-05-07,861070793354203136,FogoCruzadoRJ
2017-05-12,863066164217434112,FogoCruzadoRJ
2017-05-12,863066249873555456,FogoCruzadoRJ
2017-05-12,863148607914086400,FogoCruzadoRJ
2017-05-14,863696293029400577,FogoCruzadoRJ
2017-05-14,863787643414470656,FogoCruzadoRJ
2017-05-14,863786159134081024,FogoCruzadoRJ
2017-05-16,864530248381190144,FogoCruzadoRJ
2017-05-16,864576749203488768,FogoCruzadoRJ
2017-05-16,864559882757959684,FogoCruzadoRJ
2017-05-16,864547846967762944,FogoCruzadoRJ
2017-05-16,864547472571596800,FogoCruzadoRJ
2017-05-16,864530978374647808,FogoCruzadoRJ
2017-05-18,865355422227714049,FogoCruzadoRJ
2017-05-18,865193190139326465,FogoCruzadoRJ
2017-05-18,865192036827377664,FogoCruzadoRJ
2017-05-18,865184456839241728,FogoCruzadoRJ
2017-05-18,865355098532327424,FogoCruzadoRJ
2017-05-18,865276521132457984,FogoCruzadoRJ
2017-05-18,864996916509106176,FogoCruzadoRJ
2017-05-18,865262960935096320,FogoCruzadoRJ
2017-05-22,866759061471203329,FogoCruzadoRJ
2017-05-22,866759122502471680,FogoCruzadoRJ
2017-05-22,866692575830429696,FogoCruzadoRJ
2017-05-22,866744804314673152,FogoCruzadoRJ
2017-05-22,866708279279452163,FogoCruzadoRJ
2017-05-22,866801174191779840,FogoCruzadoRJ
2017-05-23,866856565634203648,FogoCruzadoRJ
2017-05-23,867051347144830977,FogoCruzadoRJ
2017-05-23,866998189576130560,FogoCruzadoRJ
2017-05-23,866998775226695683,FogoCruzadoRJ
2017-05-23,867034602849927169,FogoCruzadoRJ
2017-05-23,867036624735150082,FogoCruzadoRJ
2017-05-23,867134349237514241,FogoCruzadoRJ
2017-05-23,867036578593615872,FogoCruzadoRJ
2017-05-24,867454656141819904,FogoCruzadoRJ
2017-05-24,867450257172516865,FogoCruzadoRJ
2017-05-24,867452000228782080,FogoCruzadoRJ
2017-05-24,867450020060172288,FogoCruzadoRJ
2017-05-24,867391637751812096,FogoCruzadoRJ
2017-05-24,867487003193081857,FogoCruzadoRJ
2017-05-25,867696340658257920,FogoCruzadoRJ
2017-05-25,867830705333690368,FogoCruzadoRJ
2017-05-25,867884495437008896,FogoCruzadoRJ
2017-05-25,867694384816553984,FogoCruzadoRJ
2017-05-25,867748244750819328,FogoCruzadoRJ
2017-05-25,867696405200154627,FogoCruzadoRJ
2017-05-25,867739830888931328,FogoCruzadoRJ
2017-05-28,868948243450822656,FogoCruzadoRJ
2017-05-28,868947540212944898,FogoCruzadoRJ
2017-05-28,868948159468380160,FogoCruzadoRJ
2017-05-29,869185447150452736,FogoCruzadoRJ
2017-05-29,869192340564578304,FogoCruzadoRJ
2017-05-29,869268984608194560,FogoCruzadoRJ
2017-05-29,869183834394329090,FogoCruzadoRJ
2017-05-30,869661372828848128,FogoCruzadoRJ
2017-05-30,869645288729976832,FogoCruzadoRJ
2017-05-30,869592852807987200,FogoCruzadoRJ
2017-05-30,869358859474919424,FogoCruzadoRJ
2017-05-30,869662442804174848,FogoCruzadoRJ
2017-05-31,869976732186628100,FogoCruzadoRJ
2017-05-31,870053564663640064,FogoCruzadoRJ
2017-05-31,869895809147568131,FogoCruzadoRJ
2017-05-31,870054413771177984,FogoCruzadoRJ
2017-05-31,869955984453664772,FogoCruzadoRJ
2017-05-31,869713111112134656,FogoCruzadoRJ
2017-05-31,869706945053298689,FogoCruzadoRJ
2017-05-31,869974344016969728,FogoCruzadoRJ
2017-05-31,869994447295180800,FogoCruzadoRJ
2017-06-01,870284708982267907,FogoCruzadoRJ
2017-06-01,870400853991055360,FogoCruzadoRJ
2017-06-01,870400476646223874,FogoCruzadoRJ
2017-06-01,870302411352670213,FogoCruzadoRJ
2017-06-01,870401399514734592,FogoCruzadoRJ
2017-06-01,870418718853091328,FogoCruzadoRJ
2017-06-01,870421467770519552,FogoCruzadoRJ
2017-06-01,870322295016960001,FogoCruzadoRJ
2017-06-01,870287278752616448,FogoCruzadoRJ
2017-06-01,870279489300967424,FogoCruzadoRJ
2017-06-01,870423457745580033,FogoCruzadoRJ
2017-06-01,870282652460494849,FogoCruzadoRJ
2017-06-01,870282275694497792,FogoCruzadoRJ
2017-06-01,870424144067923972,FogoCruzadoRJ
2017-06-01,870282157008326657,FogoCruzadoRJ
2017-06-01,870279337915949056,FogoCruzadoRJ
2017-06-01,870279412754898947,FogoCruzadoRJ
2017-06-01,870415789983236097,FogoCruzadoRJ
2017-06-01,870424724723179521,FogoCruzadoRJ
2017-06-02,870433858617004032,FogoCruzadoRJ
2017-06-02,870438304872898560,FogoCruzadoRJ
2017-06-02,870438427111677952,FogoCruzadoRJ
2017-06-02,870611779377868801,FogoCruzadoRJ
2017-06-02,870624790595469312,FogoCruzadoRJ
2017-06-02,870706690672345097,FogoCruzadoRJ
2017-06-02,870684597243097093,FogoCruzadoRJ
2017-06-02,870708277591425024,FogoCruzadoRJ
2017-06-02,870722030982791168,FogoCruzadoRJ
2017-06-02,870623102270668800,FogoCruzadoRJ
2017-06-02,870654006095474688,FogoCruzadoRJ
2017-06-03,871054705924993026,FogoCruzadoRJ
2017-06-03,871065149150552064,FogoCruzadoRJ
2017-06-03,871063666833096705,FogoCruzadoRJ
2017-06-03,871048924857061379,FogoCruzadoRJ
2017-06-03,871066256492949504,FogoCruzadoRJ
2017-06-03,871055425629802496,FogoCruzadoRJ
2017-06-03,871065881098551297,FogoCruzadoRJ
2017-06-03,871076729707802625,FogoCruzadoRJ
2017-06-03,871077065570869248,FogoCruzadoRJ
2017-06-03,871076786955800576,FogoCruzadoRJ
2017-06-03,871067324278853632,FogoCruzadoRJ
2017-06-04,871406686728331265,FogoCruzadoRJ
2017-06-04,871496152071323648,FogoCruzadoRJ
2017-06-04,871405342504222720,FogoCruzadoRJ
2017-06-04,871405373877563392,FogoCruzadoRJ
2017-06-04,871407301198045184,FogoCruzadoRJ
2017-06-04,871494454510833664,FogoCruzadoRJ
2017-06-04,871494651706060800,FogoCruzadoRJ
2017-06-04,871498157179387904,FogoCruzadoRJ
2017-06-05,871812645783035905,FogoCruzadoRJ
2017-06-05,871831290810707968,FogoCruzadoRJ
2017-06-05,871824778696548353,FogoCruzadoRJ
2017-06-05,871824448369954817,FogoCruzadoRJ
2017-06-05,871872899199717378,FogoCruzadoRJ
2017-06-05,871808628914827268,FogoCruzadoRJ
2017-06-05,871824495178383363,FogoCruzadoRJ
2017-06-05,871728539422339073,FogoCruzadoRJ
2017-06-05,871704396937277440,FogoCruzadoRJ
2017-06-05,871877134213677056,FogoCruzadoRJ
2017-06-05,871763099040264192,FogoCruzadoRJ
2017-06-05,871757782818709505,FogoCruzadoRJ
2017-06-05,871703897949302784,FogoCruzadoRJ
2017-06-06,872060821341384705,FogoCruzadoRJ
2017-06-06,872144412914188289,FogoCruzadoRJ
2017-06-06,872144085599088640,FogoCruzadoRJ
2017-06-06,872144169992630273,FogoCruzadoRJ
2017-06-06,872118057824657408,FogoCruzadoRJ
2017-06-06,872180258950303745,FogoCruzadoRJ
2017-06-06,872144027692478465,FogoCruzadoRJ
2017-06-06,872144927853031424,FogoCruzadoRJ
2017-06-06,872151324078551041,FogoCruzadoRJ
2017-06-06,872167067402874881,FogoCruzadoRJ
2017-06-06,872117809865773057,FogoCruzadoRJ
2017-06-07,872528589656399872,FogoCruzadoRJ
2017-06-07,872434087922987009,FogoCruzadoRJ
2017-06-07,872474592962629633,FogoCruzadoRJ
2017-06-07,872495836319666177,FogoCruzadoRJ
2017-06-07,872516724394012672,FogoCruzadoRJ
2017-06-07,872466050474024961,FogoCruzadoRJ
2017-06-07,872555819241492482,FogoCruzadoRJ
2017-06-07,872536438549688324,FogoCruzadoRJ
2017-06-07,872555875365511168,FogoCruzadoRJ
2017-06-07,872570347102646274,FogoCruzadoRJ
2017-06-07,872556897165074433,FogoCruzadoRJ
2017-06-07,872576165172699141,FogoCruzadoRJ
2017-06-07,872552053863849984,FogoCruzadoRJ
2017-06-07,872252747030163456,FogoCruzadoRJ
2017-06-07,872540944297578496,FogoCruzadoRJ
2017-06-07,872540696275767297,FogoCruzadoRJ
2017-06-07,872537404552425472,FogoCruzadoRJ
2017-06-08,872893275845390341,FogoCruzadoRJ
2017-06-08,872893644193312771,FogoCruzadoRJ
2017-06-08,872956201037910016,FogoCruzadoRJ
2017-06-08,872904812748316674,FogoCruzadoRJ
2017-06-08,872889511793053696,FogoCruzadoRJ
2017-06-08,872904384375607296,FogoCruzadoRJ
2017-06-08,872893854311219200,FogoCruzadoRJ
2017-06-08,872889435632828417,FogoCruzadoRJ
2017-06-08,872893167825297408,FogoCruzadoRJ
2017-06-08,872904416877301761,FogoCruzadoRJ
2017-06-08,872902625666138113,FogoCruzadoRJ
2017-06-08,872894329450377217,FogoCruzadoRJ
2017-06-08,872889385800400896,FogoCruzadoRJ
2017-06-08,872846241608212481,FogoCruzadoRJ
2017-06-08,872830540692561921,FogoCruzadoRJ
2017-06-08,872830508471812096,FogoCruzadoRJ
2017-06-08,872825336236560386,FogoCruzadoRJ
2017-06-08,872822576967548928,FogoCruzadoRJ
2017-06-08,872819426982342660,FogoCruzadoRJ
2017-06-08,872789015967268864,FogoCruzadoRJ
2017-06-08,872786528271036416,FogoCruzadoRJ
2017-06-08,872786450588336128,FogoCruzadoRJ
2017-06-08,872624513724362752,FogoCruzadoRJ
2017-06-08,872895426806120449,FogoCruzadoRJ
2017-06-09,873154915023167488,FogoCruzadoRJ
2017-06-09,873184975109095425,FogoCruzadoRJ
2017-06-09,873164612686028800,FogoCruzadoRJ
2017-06-09,873253118695399424,FogoCruzadoRJ
2017-06-09,873165552860237824,FogoCruzadoRJ
2017-06-09,873239315765133312,FogoCruzadoRJ
2017-06-10,873511993621311488,FogoCruzadoRJ
2017-06-10,873511879989133312,FogoCruzadoRJ
2017-06-10,873511712233803776,FogoCruzadoRJ
2017-06-10,873590060519759872,FogoCruzadoRJ
2017-06-10,873589794647015428,FogoCruzadoRJ
2017-06-10,873592099832303617,FogoCruzadoRJ
2017-06-10,873606463872270336,FogoCruzadoRJ
2017-06-10,873612433318871040,FogoCruzadoRJ
2017-06-10,873564918850748417,FogoCruzadoRJ
2017-06-10,873590249691254784,FogoCruzadoRJ
2017-06-11,873993584105672704,FogoCruzadoRJ
2017-06-11,873993535325958145,FogoCruzadoRJ
2017-06-11,873955891124592640,FogoCruzadoRJ
2017-06-11,873954493406248960,FogoCruzadoRJ
2017-06-11,873934387515207682,FogoCruzadoRJ
2017-06-11,873931630259449857,FogoCruzadoRJ
2017-06-11,873994321745379328,FogoCruzadoRJ
2017-06-11,873930698905837568,FogoCruzadoRJ
2017-06-11,873998832111058944,FogoCruzadoRJ
2017-06-11,873998967822012416,FogoCruzadoRJ
2017-06-11,873994064659718147,FogoCruzadoRJ
2017-06-11,873993832165191680,FogoCruzadoRJ
2017-06-11,873930799195852800,FogoCruzadoRJ
2017-06-12,874379516268994560,FogoCruzadoRJ
2017-06-12,874339901994663936,FogoCruzadoRJ
2017-06-12,874353606853636096,FogoCruzadoRJ
2017-06-12,874353692673179650,FogoCruzadoRJ
2017-06-12,874379263897739270,FogoCruzadoRJ
2017-06-12,874397182983647237,FogoCruzadoRJ
2017-06-12,874387774681624576,FogoCruzadoRJ
2017-06-12,874389927940829184,FogoCruzadoRJ
2017-06-12,874404073486856194,FogoCruzadoRJ
2017-06-12,874324096988958721,FogoCruzadoRJ
2017-06-12,874337356509319168,FogoCruzadoRJ
2017-06-12,874349099872653312,FogoCruzadoRJ
2017-06-12,874323039210676224,FogoCruzadoRJ
2017-06-12,874285000065241089,FogoCruzadoRJ
2017-06-12,874279345090686977,FogoCruzadoRJ
2017-06-12,874275421906501632,FogoCruzadoRJ
2017-06-12,874078972300206080,FogoCruzadoRJ
2017-06-12,874404642473611264,FogoCruzadoRJ
2017-06-13,874776526633480192,FogoCruzadoRJ
2017-06-13,874649688531640320,FogoCruzadoRJ
2017-06-13,874419743922561024,FogoCruzadoRJ
2017-06-13,874616460735283200,FogoCruzadoRJ
2017-06-13,874634554069446656,FogoCruzadoRJ
2017-06-13,874646213643120640,FogoCruzadoRJ
2017-06-13,874646597027680257,FogoCruzadoRJ
2017-06-13,874646271767851009,FogoCruzadoRJ
2017-06-13,874635604872527872,FogoCruzadoRJ
2017-06-13,874668112788037636,FogoCruzadoRJ
2017-06-13,874701810417758208,FogoCruzadoRJ
2017-06-13,874745213885054980,FogoCruzadoRJ
2017-06-13,874757350095192064,FogoCruzadoRJ
2017-06-13,874767299923849216,FogoCruzadoRJ
2017-06-13,874701784522031105,FogoCruzadoRJ
2017-06-13,874776564839350273,FogoCruzadoRJ
2017-06-14,874991615307386880,FogoCruzadoRJ
2017-06-14,874987176630644736,FogoCruzadoRJ
2017-06-14,874985541250543616,FogoCruzadoRJ
2017-06-14,874991754583445506,FogoCruzadoRJ
2017-06-14,874982652742389761,FogoCruzadoRJ
2017-06-14,874982362492403712,FogoCruzadoRJ
2017-06-14,875026081904033792,FogoCruzadoRJ
2017-06-14,874983426847330304,FogoCruzadoRJ
2017-06-14,874994352208187393,FogoCruzadoRJ
2017-06-14,874984077417476096,FogoCruzadoRJ
2017-06-14,874996736288329730,FogoCruzadoRJ
2017-06-14,875001795541692417,FogoCruzadoRJ
2017-06-14,875024538458886144,FogoCruzadoRJ
2017-06-14,875025846188331008,FogoCruzadoRJ
2017-06-14,875035589959135232,FogoCruzadoRJ
2017-06-14,875058850185048065,FogoCruzadoRJ
2017-06-14,874955565016985600,FogoCruzadoRJ
2017-06-14,875059838463684608,FogoCruzadoRJ
2017-06-14,874783826525990915,FogoCruzadoRJ
2017-06-14,874996599667048448,FogoCruzadoRJ
2017-06-15,875352366165487616,FogoCruzadoRJ
2017-06-15,875450658048139265,FogoCruzadoRJ
2017-06-15,875326410256154624,FogoCruzadoRJ
2017-06-15,875325767441412099,FogoCruzadoRJ
2017-06-15,875364503306850304,FogoCruzadoRJ
2017-06-15,875422637979308032,FogoCruzadoRJ
2017-06-15,875424321803563008,FogoCruzadoRJ
2017-06-15,875424507535790080,FogoCruzadoRJ
2017-06-15,875407744098086917,FogoCruzadoRJ
2017-06-16,875725242408341504,FogoCruzadoRJ
2017-06-16,875742793293070336,FogoCruzadoRJ
2017-06-16,875743727419092992,FogoCruzadoRJ
2017-06-16,875811078097207296,FogoCruzadoRJ
2017-06-16,875766696216326144,FogoCruzadoRJ
2017-06-16,875820926553780224,FogoCruzadoRJ
2017-06-16,875812494228541440,FogoCruzadoRJ
2017-06-16,875820351049146368,FogoCruzadoRJ
2017-06-16,875820434373189632,FogoCruzadoRJ
2017-06-16,875725030763769856,FogoCruzadoRJ
2017-06-16,875680465138659329,FogoCruzadoRJ
2017-06-16,875747601588658177,FogoCruzadoRJ
2017-06-16,875690202018328576,FogoCruzadoRJ
2017-06-16,875705979400318976,FogoCruzadoRJ
2017-06-16,875705532249767936,FogoCruzadoRJ
2017-06-16,875701811138744320,FogoCruzadoRJ
2017-06-16,875698613707472896,FogoCruzadoRJ
2017-06-16,875697925468434432,FogoCruzadoRJ
2017-06-16,875705633223454722,FogoCruzadoRJ
2017-06-16,875689709225349120,FogoCruzadoRJ
2017-06-16,875684251919945728,FogoCruzadoRJ
2017-06-16,875705788060364802,FogoCruzadoRJ
2017-06-16,875670750639919104,FogoCruzadoRJ
2017-06-16,875680101387685889,FogoCruzadoRJ
2017-06-17,875894926151745537,FogoCruzadoRJ
2017-06-17,875894046748815360,FogoCruzadoRJ
2017-06-17,875887136377102338,FogoCruzadoRJ
2017-06-17,875888627636633600,FogoCruzadoRJ
2017-06-17,875890785014730752,FogoCruzadoRJ
2017-06-17,875887690125897729,FogoCruzadoRJ
2017-06-17,876050652094484481,FogoCruzadoRJ
2017-06-17,876173503506067457,FogoCruzadoRJ
2017-06-17,876059001070522368,FogoCruzadoRJ
2017-06-17,876062847209439232,FogoCruzadoRJ
2017-06-17,876069695409049600,FogoCruzadoRJ
2017-06-17,876173789515698176,FogoCruzadoRJ
2017-06-17,875910329074626564,FogoCruzadoRJ
2017-06-17,876056584501198850,FogoCruzadoRJ
2017-06-18,876407454904582144,FogoCruzadoRJ
2017-06-18,876231758685118464,FogoCruzadoRJ
2017-06-18,876533014389542913,FogoCruzadoRJ
2017-06-18,876541812353232896,FogoCruzadoRJ
2017-06-18,876483072589533186,FogoCruzadoRJ
2017-06-18,876461108923695107,FogoCruzadoRJ
2017-06-18,876447210497552384,FogoCruzadoRJ
2017-06-18,876532203378946048,FogoCruzadoRJ
2017-06-19,876613032633397249,FogoCruzadoRJ
2017-06-19,876613243804033027,FogoCruzadoRJ
2017-06-19,876613159817228288,FogoCruzadoRJ
2017-06-19,876786161624207360,FogoCruzadoRJ
2017-06-19,876763586424692737,FogoCruzadoRJ
2017-06-19,876612162638270465,FogoCruzadoRJ
2017-06-19,876788930628263936,FogoCruzadoRJ
2017-06-19,876804789056790528,FogoCruzadoRJ
2017-06-19,876805918603784192,FogoCruzadoRJ
2017-06-19,876768643295694849,FogoCruzadoRJ
2017-06-19,876817689871872000,FogoCruzadoRJ
2017-06-19,876823813249523712,FogoCruzadoRJ
2017-06-19,876861786762477572,FogoCruzadoRJ
2017-06-19,876871341143707648,FogoCruzadoRJ
2017-06-19,876883131344850944,FogoCruzadoRJ
2017-06-19,876916262802038784,FogoCruzadoRJ
2017-06-19,876919851792515073,FogoCruzadoRJ
2017-06-19,876612484496543745,FogoCruzadoRJ
2017-06-19,876612014721966080,FogoCruzadoRJ
2017-06-19,876817302855065600,FogoCruzadoRJ
2017-06-20,877251340170399744,FogoCruzadoRJ
2017-06-20,877161063636234240,FogoCruzadoRJ
2017-06-20,877169778611322880,FogoCruzadoRJ
2017-06-20,877145969284046848,FogoCruzadoRJ
2017-06-20,877136893380632576,FogoCruzadoRJ
2017-06-20,877185832339341312,FogoCruzadoRJ
2017-06-20,876979012740034560,FogoCruzadoRJ
2017-06-20,876970967997829120,FogoCruzadoRJ
2017-06-20,876970644734345218,FogoCruzadoRJ
2017-06-20,877157223100813312,FogoCruzadoRJ
2017-06-20,877267864922845186,FogoCruzadoRJ
2017-06-20,877129932945719297,FogoCruzadoRJ
2017-06-20,877261911422840832,FogoCruzadoRJ
2017-06-20,877146119410724865,FogoCruzadoRJ
2017-06-20,877260379407216640,FogoCruzadoRJ
2017-06-20,877267937245229057,FogoCruzadoRJ
2017-06-20,877209472250327040,FogoCruzadoRJ
2017-06-20,877231229426425856,FogoCruzadoRJ
2017-06-20,877241880450412548,FogoCruzadoRJ
2017-06-20,877244496915943424,FogoCruzadoRJ
2017-06-20,877230482152460288,FogoCruzadoRJ
2017-06-20,877268842770247680,FogoCruzadoRJ
2017-06-20,877261444630409216,FogoCruzadoRJ
2017-06-20,877248572877660160,FogoCruzadoRJ
2017-06-20,877271809699319810,FogoCruzadoRJ
2017-06-20,877251955810349056,FogoCruzadoRJ
2017-06-20,877244573965316096,FogoCruzadoRJ
2017-06-21,877512054013386752,FogoCruzadoRJ
2017-06-21,877633571275649024,FogoCruzadoRJ
2017-06-21,877638892060585984,FogoCruzadoRJ
2017-06-21,877521605240516609,FogoCruzadoRJ
2017-06-21,877485249336397824,FogoCruzadoRJ
2017-06-21,877485308497055744,FogoCruzadoRJ
2017-06-21,877486541626593281,FogoCruzadoRJ
2017-06-21,877503272000663552,FogoCruzadoRJ
2017-06-21,877521484532654081,FogoCruzadoRJ
2017-06-21,877489418889830401,FogoCruzadoRJ
2017-06-21,877538903699451904,FogoCruzadoRJ
2017-06-21,877505727274811396,FogoCruzadoRJ
2017-06-21,877597985869189121,FogoCruzadoRJ
2017-06-21,877640511078760449,FogoCruzadoRJ
2017-06-21,877612284721475584,FogoCruzadoRJ
2017-06-21,877593074842685444,FogoCruzadoRJ
2017-06-21,877541295438393344,FogoCruzadoRJ
2017-06-21,877598943051300864,FogoCruzadoRJ
2017-06-21,877619927917633536,FogoCruzadoRJ
2017-06-22,877972406295547906,FogoCruzadoRJ
2017-06-22,877939072588795904,FogoCruzadoRJ
2017-06-22,877991435726761985,FogoCruzadoRJ
2017-06-22,877944873403334656,FogoCruzadoRJ
2017-06-22,877906164369031173,FogoCruzadoRJ
2017-06-22,877924276510244869,FogoCruzadoRJ
2017-06-22,877938822234873856,FogoCruzadoRJ
2017-06-22,877950848130666496,FogoCruzadoRJ
2017-06-22,877957335246921728,FogoCruzadoRJ
2017-06-22,877955402356346880,FogoCruzadoRJ
2017-06-22,877955692329553920,FogoCruzadoRJ
2017-06-22,877958786169884673,FogoCruzadoRJ
2017-06-22,877959066051543040,FogoCruzadoRJ
2017-06-22,877960791957352449,FogoCruzadoRJ
2017-06-22,877971444449267713,FogoCruzadoRJ
2017-06-22,877906026447618048,FogoCruzadoRJ
2017-06-22,877977668834209793,FogoCruzadoRJ
2017-06-22,877955326418370560,FogoCruzadoRJ
2017-06-22,877894402412232704,FogoCruzadoRJ
2017-06-22,877951344186867712,FogoCruzadoRJ
2017-06-22,877885201862582272,FogoCruzadoRJ
2017-06-22,877893335209267200,FogoCruzadoRJ
2017-06-22,877984388046176256,FogoCruzadoRJ
2017-06-22,877984450637942784,FogoCruzadoRJ
2017-06-22,878007433817444354,FogoCruzadoRJ
2017-06-22,878016804408496130,FogoCruzadoRJ
2017-06-22,878016867532652544,FogoCruzadoRJ
2017-06-22,878017889541832704,FogoCruzadoRJ
2017-06-22,878019203231612929,FogoCruzadoRJ
2017-06-22,877984270916231168,FogoCruzadoRJ
2017-06-22,878019234218917888,FogoCruzadoRJ
2017-06-22,877886201541214208,FogoCruzadoRJ
2017-06-22,877888863255109632,FogoCruzadoRJ
2017-06-22,877890324042883074,FogoCruzadoRJ
2017-06-22,877875008575594497,FogoCruzadoRJ
2017-06-22,877892991330824196,FogoCruzadoRJ
2017-06-22,878037213761515522,FogoCruzadoRJ
2017-06-22,878030019833905152,FogoCruzadoRJ
2017-06-22,877891086005317632,FogoCruzadoRJ
2017-06-23,878374630737805314,FogoCruzadoRJ
2017-06-23,878243056159342592,FogoCruzadoRJ
2017-06-23,878229532347584512,FogoCruzadoRJ
2017-06-23,878376738308456449,FogoCruzadoRJ
2017-06-23,878236466752626688,FogoCruzadoRJ
2017-06-23,878372137412681728,FogoCruzadoRJ
2017-06-23,878362807028166656,FogoCruzadoRJ
2017-06-23,878243250355785728,FogoCruzadoRJ
2017-06-23,878285424539467776,FogoCruzadoRJ
2017-06-23,878368708976025601,FogoCruzadoRJ
2017-06-23,878360833595592704,FogoCruzadoRJ
2017-06-23,878370915976978438,FogoCruzadoRJ
2017-06-23,878283931719577602,FogoCruzadoRJ
2017-06-23,878352983058022400,FogoCruzadoRJ
2017-06-24,878672734494105601,FogoCruzadoRJ
